0	2.51e-20	1.00e-12	0
1	2.51e-20	1.00e-12	1
2	2.51e-20	1.00e-12	2
3	2.51e-20	1.00e-12	3
4	2.51e-20	1.00e-12	4
5	2.51e-20	1.00e-12	5
6	2.51e-20	1.00e-12	6
7	2.51e-20	1.00e-12	7
8	2.51e-20	1.00e-12	8
9	2.51e-20	1.00e-12	9
10	2.51e-20	1.00e-12	10
11	2.51e-20	1.00e-12	11
12	2.51e-20	1.00e-12	12
13	2.51e-20	1.00e-12	13
14	2.51e-20	1.00e-12	14
15	2.51e-20	1.00e-12	15
16	2.51e-20	1.00e-12	16
17	2.51e-20	1.00e-12	17
18	2.51e-20	1.00e-12	18
19	2.51e-20	1.00e-12	19
20	2.51e-20	1.58e-12	0
21	2.51e-20	1.58e-12	1
22	2.51e-20	1.58e-12	2
23	2.51e-20	1.58e-12	3
24	2.51e-20	1.58e-12	4
25	2.51e-20	1.58e-12	5
26	2.51e-20	1.58e-12	6
27	2.51e-20	1.58e-12	7
28	2.51e-20	1.58e-12	8
29	2.51e-20	1.58e-12	9
30	2.51e-20	1.58e-12	10
31	2.51e-20	1.58e-12	11
32	2.51e-20	1.58e-12	12
33	2.51e-20	1.58e-12	13
34	2.51e-20	1.58e-12	14
35	2.51e-20	1.58e-12	15
36	2.51e-20	1.58e-12	16
37	2.51e-20	1.58e-12	17
38	2.51e-20	1.58e-12	18
39	2.51e-20	1.58e-12	19
40	2.51e-20	2.51e-12	0
41	2.51e-20	2.51e-12	1
42	2.51e-20	2.51e-12	2
43	2.51e-20	2.51e-12	3
44	2.51e-20	2.51e-12	4
45	2.51e-20	2.51e-12	5
46	2.51e-20	2.51e-12	6
47	2.51e-20	2.51e-12	7
48	2.51e-20	2.51e-12	8
49	2.51e-20	2.51e-12	9
50	2.51e-20	2.51e-12	10
51	2.51e-20	2.51e-12	11
52	2.51e-20	2.51e-12	12
53	2.51e-20	2.51e-12	13
54	2.51e-20	2.51e-12	14
55	2.51e-20	2.51e-12	15
56	2.51e-20	2.51e-12	16
57	2.51e-20	2.51e-12	17
58	2.51e-20	2.51e-12	18
59	2.51e-20	2.51e-12	19
60	2.51e-20	3.98e-12	0
61	2.51e-20	3.98e-12	1
62	2.51e-20	3.98e-12	2
63	2.51e-20	3.98e-12	3
64	2.51e-20	3.98e-12	4
65	2.51e-20	3.98e-12	5
66	2.51e-20	3.98e-12	6
67	2.51e-20	3.98e-12	7
68	2.51e-20	3.98e-12	8
69	2.51e-20	3.98e-12	9
70	2.51e-20	3.98e-12	10
71	2.51e-20	3.98e-12	11
72	2.51e-20	3.98e-12	12
73	2.51e-20	3.98e-12	13
74	2.51e-20	3.98e-12	14
75	2.51e-20	3.98e-12	15
76	2.51e-20	3.98e-12	16
77	2.51e-20	3.98e-12	17
78	2.51e-20	3.98e-12	18
79	2.51e-20	3.98e-12	19
80	2.51e-20	6.31e-12	0
81	2.51e-20	6.31e-12	1
82	2.51e-20	6.31e-12	2
83	2.51e-20	6.31e-12	3
84	2.51e-20	6.31e-12	4
85	2.51e-20	6.31e-12	5
86	2.51e-20	6.31e-12	6
87	2.51e-20	6.31e-12	7
88	2.51e-20	6.31e-12	8
89	2.51e-20	6.31e-12	9
90	2.51e-20	6.31e-12	10
91	2.51e-20	6.31e-12	11
92	2.51e-20	6.31e-12	12
93	2.51e-20	6.31e-12	13
94	2.51e-20	6.31e-12	14
95	2.51e-20	6.31e-12	15
96	2.51e-20	6.31e-12	16
97	2.51e-20	6.31e-12	17
98	2.51e-20	6.31e-12	18
99	2.51e-20	6.31e-12	19
100	2.51e-20	1.00e-11	0
101	2.51e-20	1.00e-11	1
102	2.51e-20	1.00e-11	2
103	2.51e-20	1.00e-11	3
104	2.51e-20	1.00e-11	4
105	2.51e-20	1.00e-11	5
106	2.51e-20	1.00e-11	6
107	2.51e-20	1.00e-11	7
108	2.51e-20	1.00e-11	8
109	2.51e-20	1.00e-11	9
110	2.51e-20	1.00e-11	10
111	2.51e-20	1.00e-11	11
112	2.51e-20	1.00e-11	12
113	2.51e-20	1.00e-11	13
114	2.51e-20	1.00e-11	14
115	2.51e-20	1.00e-11	15
116	2.51e-20	1.00e-11	16
117	2.51e-20	1.00e-11	17
118	2.51e-20	1.00e-11	18
119	2.51e-20	1.00e-11	19
120	2.51e-20	1.58e-11	0
121	2.51e-20	1.58e-11	1
122	2.51e-20	1.58e-11	2
123	2.51e-20	1.58e-11	3
124	2.51e-20	1.58e-11	4
125	2.51e-20	1.58e-11	5
126	2.51e-20	1.58e-11	6
127	2.51e-20	1.58e-11	7
128	2.51e-20	1.58e-11	8
129	2.51e-20	1.58e-11	9
130	2.51e-20	1.58e-11	10
131	2.51e-20	1.58e-11	11
132	2.51e-20	1.58e-11	12
133	2.51e-20	1.58e-11	13
134	2.51e-20	1.58e-11	14
135	2.51e-20	1.58e-11	15
136	2.51e-20	1.58e-11	16
137	2.51e-20	1.58e-11	17
138	2.51e-20	1.58e-11	18
139	2.51e-20	1.58e-11	19
140	2.51e-20	2.51e-11	0
141	2.51e-20	2.51e-11	1
142	2.51e-20	2.51e-11	2
143	2.51e-20	2.51e-11	3
144	2.51e-20	2.51e-11	4
145	2.51e-20	2.51e-11	5
146	2.51e-20	2.51e-11	6
147	2.51e-20	2.51e-11	7
148	2.51e-20	2.51e-11	8
149	2.51e-20	2.51e-11	9
150	2.51e-20	2.51e-11	10
